参数名,参数英文名,类型,参数类型,接口名,接口类型,数据样例
近3月涨跌幅,,float64,输出参数,macro_china_construction_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_construction_price_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_lpi_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_bdti_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_bsi_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_shipping_bci,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_shipping_bdi,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_shipping_bpi,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_shipping_bcti,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_real_estate,中国宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_bank_financing,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_insurance_income,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_mobile_number,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_vegetable_basket,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_agricultural_product,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_agricultural_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_energy_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_commodity_price_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_global_sox_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_yw_electronic_index,其他宏观数据,NaN
近6月涨跌幅,,float64,输出参数,macro_china_construction_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_construction_price_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_lpi_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_bdti_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_bsi_index,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_shipping_bci,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_shipping_bdi,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_shipping_bpi,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_shipping_bcti,其他宏观数据,
近6月涨跌幅,,float64,输出参数,macro_china_real_estate,中国宏观数据,
邮政业务总量,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
邮政业务总量同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
邮政储蓄期末余额,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
邮政储蓄期末余额同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
邮电业务总量,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,NaN
邮电业务总量同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,NaN
配股募集资金,,float64,输出参数,macro_stock_finance,其他宏观数据,NaN
重要性,,int64,输出参数,macro_info_ws,其他宏观数据,
重要性,,float64,输出参数,news_economic_baidu,其他宏观数据,1
金融性公司存款,,float64,输出参数,macro_china_central_bank_balance,中国宏观数据,
金融部门负债方,,float64,输出参数,macro_cnbs,中国宏观数据,7.2
金融部门资产方,,float64,输出参数,macro_cnbs,中国宏观数据,7.8
钟长途电话通话时长同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
钻井总数_变化,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,NaN
钻井总数_钻井数,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,922.0
铜-多头仓位,,-,输出参数,macro_euro_lme_holding,其他宏观数据,107991.00
铜-库存,,-,输出参数,macro_euro_lme_stock,其他宏观数据,156775
铝-净仓位,,-,输出参数,macro_euro_lme_holding,其他宏观数据,631726.00
银行存款,,float64,输出参数,macro_china_insurance,中国宏观数据,
链接,,object,输出参数,macro_info_ws,其他宏观数据,...
镍-注销仓单,,-,输出参数,macro_euro_lme_stock,其他宏观数据,112722
长途电话通话时长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
阿尔及利亚,,float64,输出参数,macro_cons_opec_month,其他宏观数据,108.7
阿联酋,,float64,输出参数,macro_cons_opec_month,其他宏观数据,309.0
集邮业务,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
集邮业务同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
零售商品价格指数,,float64,输出参数,macro_china_retail_price_index,中国宏观数据,100.10
非制造业-同比增长,,float64,输出参数,macro_china_pmi,其他宏观数据,-7.061069
非制造业-指数,,float64,输出参数,macro_china_pmi,其他宏观数据,48.7
非金融企业部门,,float64,输出参数,macro_cnbs,中国宏观数据,90.0
非金融性公司存款,,float64,输出参数,macro_china_central_bank_balance,中国宏观数据,
预期,,float64,输出参数,macro_info_ws,其他宏观数据,
预期,,float64,输出参数,news_economic_baidu,其他宏观数据,NaN
预测值,,float64,输出参数,macro_china_gdp_yearly,中国宏观数据,9.5
预测值,,float64,输出参数,macro_china_cpi_yearly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_cpi_monthly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_ppi_yearly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_exports_yoy,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_imports_yoy,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_trade_balance,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_industrial_production_yoy,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_pmi_yearly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_cx_pmi_yearly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_cx_services_pmi_yearly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_non_man_pmi,中国宏观数据,NaN
预测值,,float64,输出参数,macro_china_fx_reserves_yearly,中国宏观数据,38000.0
预测值,,float64,输出参数,macro_china_m2_yearly,中国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_gdp_monthly,美国宏观数据,0.7
预测值,,float64,输出参数,macro_usa_cpi_monthly,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_core_cpi_monthly,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_personal_spending,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_retail_sales,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_import_price,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_export_price,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_lmci,其他宏观数据,NaN
预测值,,float64,输出参数,macro_usa_unemployment_rate,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_job_cuts,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_non_farm,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_adp_employment,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_core_pce_price,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_real_consumer_spending,美国宏观数据,1.6
预测值,,float64,输出参数,macro_usa_trade_balance,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_current_account,美国宏观数据,-1840.0
预测值,,float64,输出参数,macro_usa_ppi,美国宏观数据,0.4
预测值,,float64,输出参数,macro_usa_core_ppi,美国宏观数据,0.2
预测值,,float64,输出参数,macro_usa_api_crude_stock,美国宏观数据,277.0
预测值,,float64,输出参数,macro_usa_pmi,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_ism_pmi,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_industrial_production,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_durable_goods_orders,美国宏观数据,-4.0
预测值,,float64,输出参数,macro_usa_factory_orders,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_services_pmi,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_business_inventories,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_ism_non_pmi,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_nahb_house_market_index,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_house_starts,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_new_home_sales,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_building_permits,美国宏观数据,105.0
预测值,,float64,输出参数,macro_usa_exist_home_sales,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_house_price_index,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_spcs20,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_pending_home_sales,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_cb_consumer_confidence,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_nfib_small_business,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_michigan_consumer_sentiment,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_eia_crude_rate,美国宏观数据,NaN
预测值,,float64,输出参数,macro_usa_initial_jobless,美国宏观数据,NaN
预测值,,float64,输出参数,macro_euro_gdp_yoy,欧洲宏观数据,-0.3
预测值,,float64,输出参数,macro_euro_cpi_mom,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_cpi_yoy,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_ppi_mom,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_retail_sales_mom,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_employment_change_qoq,欧洲宏观数据,0.0
预测值,,float64,输出参数,macro_euro_unemployment_rate_mom,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_trade_balance,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_current_account_mom,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_industrial_production_mom,欧洲宏观数据,NaN
预测值,,float64,输出参数,macro_euro_manufacturing_pmi,欧洲宏观数据,52.5
预测值,,float64,输出参数,macro_euro_services_pmi,欧洲宏观数据,51.0
预测值,,float64,输出参数,macro_euro_zew_economic_sentiment,欧洲宏观数据,-43.0
预测值,,float64,输出参数,macro_euro_sentix_investor_confidence,欧洲宏观数据,NaN
首发募集资金,,float64,输出参数,macro_stock_finance,其他宏观数据,368.03
黄金储备,,float64,输出参数,macro_china_foreign_exchange_gold,中国宏观数据,1280.00
黄金储备-同比,,float64,输出参数,macro_china_fx_gold,中国宏观数据,NaN
黄金储备-数值,,float64,输出参数,macro_china_fx_gold,中国宏观数据,NaN
黄金储备-环比,,float64,输出参数,macro_china_fx_gold,中国宏观数据,NaN
